Scaffold,tRNA,rRNA,rRNAp,Mito,Plastid,GC-dev,GC-out,GC,Len,MD,PD,Organelle,Origin
NW_017890936.1,2,0,2,0,0,5.36,0,44.72,29.53,0.0,0.0,0,GCF_001540865
NW_017890880.1,2,0,2,0,0,5.94,0,33.42,31.23,0.0,0.0,0,GCF_001540865
NC_033624.1,6,9,6,54,399,2.4,0,36.96,15584.77,0.03,0.26,0,GCF_001540865
NW_017893585.1,1,0,1,0,0,4.95,0,34.41,54.14,0.0,0.0,0,GCF_001540865
NW_017893544.1,1,0,1,0,0,6.02,0,45.38,58.83,0.0,0.0,0,GCF_001540865
NW_017893493.1,1,0,1,0,0,2.42,0,41.78,66.53,0.0,0.0,0,GCF_001540865
NW_017893472.1,1,0,1,0,0,1.05,0,38.31,69.91,0.0,0.0,0,GCF_001540865
NW_017893439.1,1,0,1,0,0,0.84,0,40.2,77.36,0.0,0.0,0,GCF_001540865
NW_017893400.1,1,0,1,0,0,0.65,0,38.71,87.39,0.0,0.0,0,GCF_001540865
NW_017893399.1,1,0,1,0,0,0.99,0,38.37,87.58,0.0,0.0,0,GCF_001540865
NW_017893389.1,1,0,1,0,0,2.58,0,36.77,89.38,0.0,0.0,0,GCF_001540865
NW_017893384.1,1,0,1,0,0,1.06,0,38.3,89.8,0.0,0.0,0,GCF_001540865
NW_017893368.1,1,0,1,0,0,4.36,0,43.72,97.19,0.0,0.0,0,GCF_001540865
NW_017893319.1,1,0,1,0,0,2.66,0,42.01,144.16,0.0,0.0,0,GCF_001540865
NW_017893317.1,1,0,1,0,0,4.16,0,43.52,164.52,0.0,0.0,0,GCF_001540865
NW_017892078.1,1,0,1,0,0,5.52,0,33.84,8.87,0.0,0.0,0,GCF_001540865
NW_017892033.1,1,0,1,0,0,0.93,0,38.43,9.65,0.0,0.0,0,GCF_001540865
NW_017891874.1,1,0,1,0,0,4.45,0,43.81,11.55,0.0,0.0,0,GCF_001540865
NW_017891542.1,1,0,1,0,0,4.3,0,35.06,16.39,0.0,0.0,0,GCF_001540865
NW_017891476.1,1,0,1,0,0,5.59,0,44.95,17.52,0.0,0.0,0,GCF_001540865
NW_017891288.1,2,0,0,0,0,4.03,0,35.32,21.06,0.0,0.0,0,GCF_001540865
NW_017891250.1,1,0,1,2,1,3.15,0,36.21,21.86,0.92,0.46,0,GCF_001540865
NW_017891150.1,1,0,1,0,0,0.68,0,40.04,24.12,0.0,0.0,0,GCF_001540865
NW_017891028.1,1,0,1,0,0,0.14,0,39.5,27.2,0.0,0.0,0,GCF_001540865
NW_017890855.1,1,0,1,0,0,5.74,0,45.09,32.12,0.0,0.0,0,GCF_001540865
NW_017890835.1,1,0,1,0,0,5.31,0,44.67,33.31,0.0,0.0,0,GCF_001540865
NW_017890693.1,1,0,1,0,0,3.67,0,35.69,39.34,0.0,0.0,0,GCF_001540865
NW_017890639.1,1,0,1,0,0,2.84,0,36.52,42.26,0.0,0.0,0,GCF_001540865
NW_017890573.1,1,0,1,0,0,0.87,0,38.49,46.22,0.0,0.0,0,GCF_001540865
NW_017890531.1,1,0,1,0,0,2.57,0,41.93,48.69,0.0,0.0,0,GCF_001540865
NW_017890518.1,1,0,1,0,0,1.34,0,40.69,49.86,0.0,0.0,0,GCF_001540865
NC_033635.1,16,5,16,42,214,2.32,0,37.04,11365.48,0.04,0.19,0,GCF_001540865
NC_033634.1,6,6,6,28,363,2.35,0,37.0,11705.49,0.02,0.31,0,GCF_001540865
NW_017893579.1,0,0,0,0,1,9.37,1,29.99,54.69,0.0,0.18,0,GCF_001540865
NW_017893575.1,0,1,0,0,0,1.93,0,37.43,55.22,0.0,0.0,0,GCF_001540865
NW_017893567.1,0,1,0,0,0,3.26,0,36.1,56.48,0.0,0.0,0,GCF_001540865
NW_017893522.1,1,0,0,0,0,3.57,0,35.78,61.81,0.0,0.0,0,GCF_001540865
NW_017893440.1,0,1,0,0,0,2.39,0,36.97,77.32,0.0,0.0,0,GCF_001540865
NW_017893430.1,0,0,0,0,3,1.8,0,37.56,79.21,0.0,0.38,0,GCF_001540865
NW_017893341.1,0,1,0,0,0,3.42,0,35.94,112.09,0.0,0.0,0,GCF_001540865
NW_017890856.1,0,1,0,0,0,3.2,0,36.16,32.11,0.0,0.0,0,GCF_001540865
NW_017890853.1,0,0,0,0,2,4.95,0,34.41,32.24,0.0,0.62,0,GCF_001540865
NW_017890827.1,0,1,0,0,0,2.44,0,41.8,33.58,0.0,0.0,0,GCF_001540865
NW_017890803.1,0,0,0,1,3,1.15,0,38.21,34.35,0.29,0.87,0,GCF_001540865
NW_017890660.1,0,1,0,0,0,1.83,0,41.19,41.23,0.0,0.0,0,GCF_001540865
NC_033645.1,0,2,0,29,75,2.98,0,36.38,3739.2,0.08,0.2,0,GCF_001540865
NC_033644.1,7,2,7,19,238,1.79,0,37.57,7684.46,0.02,0.31,0,GCF_001540865
NC_033630.1,9,2,9,7,393,2.45,0,36.91,13112.12,0.01,0.3,0,GCF_001540865
NC_033622.1,10,11,8,28,302,2.29,0,37.07,17334.67,0.02,0.17,0,GCF_001540865
NW_017565638.1,0,0,0,11,6,7.5,1,32.76,1.27,86.61,47.24,0,GCF_001854935
NW_017564421.1,0,0,0,25,11,0.02,0,40.24,2.02,123.58,54.37,0,GCF_001854935
NC_006279.1,0,0,0,25,25,15.93,1,24.32,15.32,16.32,16.32,1,GCF_001854935
NW_017555239.1,0,0,0,25,0,8.68,1,48.93,0.66,381.1,0.0,0,GCF_001854935
NW_017559992.1,0,0,0,25,1,2.77,0,37.49,0.89,280.58,11.22,0,GCF_001854935
NW_017565378.1,0,0,0,25,0,13.29,1,26.97,1.22,204.92,0.0,0,GCF_001854935
NW_017561912.1,0,0,0,25,0,5.44,1,45.69,0.55,458.72,0.0,0,GCF_001854935
NW_017550001.1,0,0,0,25,0,5.25,1,35.0,0.54,462.96,0.0,0,GCF_001854935
NW_017558594.1,0,0,0,25,0,6.19,1,34.06,0.78,321.34,0.0,0,GCF_001854935
NW_017549883.1,0,0,0,25,0,8.08,1,32.18,1.12,222.22,0.0,0,GCF_001854935
NW_017555403.1,0,0,0,25,0,6.95,1,33.3,1.12,223.81,0.0,0,GCF_001854935
NW_017563255.1,0,1,0,22,0,9.02,1,31.23,1.82,120.75,0.0,0,GCF_001854935
NW_017548841.1,0,0,0,25,0,5.67,1,34.58,1.55,161.29,0.0,0,GCF_001854935
NW_017561214.1,0,0,0,25,0,7.93,1,32.33,2.29,109.36,0.0,0,GCF_001854935
NW_017561203.1,0,0,0,22,0,4.75,1,35.5,1.58,138.98,0.0,0,GCF_001854935
NW_017560472.1,0,0,0,25,0,3.32,0,36.93,0.53,473.48,0.0,0,GCF_001854935
NW_017550364.1,0,0,0,25,0,7.16,1,33.1,3.92,63.69,0.0,0,GCF_001854935
NW_017562967.1,0,0,0,25,0,5.68,1,45.94,3.54,70.54,0.0,0,GCF_001854935
NW_017562042.1,0,0,0,25,0,3.77,0,36.48,0.68,369.28,0.0,0,GCF_001854935
NW_017555180.1,0,0,0,24,0,0.03,0,40.22,0.62,384.62,0.0,0,GCF_001854935
NW_017547428.1,0,0,0,25,0,3.28,0,36.98,0.74,337.38,0.0,0,GCF_001854935
NW_017551462.1,0,0,0,25,0,0.96,0,41.22,0.76,330.25,0.0,0,GCF_001854935
NW_017562520.1,0,0,0,25,0,1.61,0,38.64,0.85,292.74,0.0,0,GCF_001854935
NW_017561289.1,0,0,0,25,0,1.78,0,38.48,0.95,264.27,0.0,0,GCF_001854935
NW_017554862.1,0,0,0,25,0,3.23,0,37.03,0.97,256.41,0.0,0,GCF_001854935
NW_017555079.1,0,0,0,25,0,4.91,1,35.35,5.16,48.42,0.0,0,GCF_001854935
NW_017558589.1,0,0,0,25,0,4.46,0,35.79,1.06,236.07,0.0,0,GCF_001854935
NW_017557231.1,0,0,0,25,0,0.72,0,40.98,1.09,230.2,0.0,0,GCF_001854935
NW_017552767.1,0,0,0,25,0,4.06,0,36.19,1.17,214.41,0.0,0,GCF_001854935
NW_017560540.1,0,0,0,25,0,2.56,0,37.69,1.22,204.42,0.0,0,GCF_001854935
NW_017560598.1,0,0,0,25,0,1.45,0,38.81,1.29,193.65,0.0,0,GCF_001854935
NW_017564594.1,0,0,0,5,0,13.62,1,26.63,0.72,69.35,0.0,0,GCF_001854935
NW_017565805.1,0,0,0,25,0,1.56,0,41.81,1.44,174.22,0.0,0,GCF_001854935
NW_017565120.1,0,0,0,25,0,3.36,0,36.9,1.59,157.13,0.0,0,GCF_001854935
NW_017554052.1,0,0,0,25,0,0.48,0,39.78,1.71,146.46,0.0,0,GCF_001854935
NW_017561397.1,0,0,0,25,0,0.68,0,39.57,1.81,137.97,0.0,0,GCF_001854935
NW_017549971.1,0,0,0,25,0,4.25,0,36.0,1.89,132.56,0.0,0,GCF_001854935
NW_017551341.1,0,0,0,25,0,0.18,0,40.43,1.91,131.1,0.0,0,GCF_001854935
NW_017550522.1,0,0,0,25,0,1.66,0,38.59,2.02,123.7,0.0,0,GCF_001854935
NW_017549130.1,0,0,0,25,0,3.19,0,37.07,2.11,118.65,0.0,0,GCF_001854935
NW_017556474.1,0,0,0,25,0,1.79,0,38.47,2.2,113.53,0.0,0,GCF_001854935
NW_017553454.1,0,0,0,25,0,3.98,0,44.23,2.25,110.91,0.0,0,GCF_001854935
NW_017560961.1,0,0,0,25,0,4.0,0,36.25,2.39,104.78,0.0,0,GCF_001854935
NW_017563520.1,0,0,0,25,0,2.11,0,38.14,2.52,99.32,0.0,0,GCF_001854935
NW_017549673.1,0,0,0,25,0,2.15,0,42.41,2.75,90.84,0.0,0,GCF_001854935
NW_017559915.1,0,0,0,25,0,1.6,0,41.85,3.15,79.26,0.0,0,GCF_001854935
NW_017552756.1,0,0,0,25,0,0.48,0,40.73,3.2,78.03,0.0,0,GCF_001854935
NW_017557637.1,0,0,0,17,0,0.79,0,41.04,1.5,113.26,0.0,0,GCF_001854935
NW_017562618.1,0,0,0,25,0,1.44,0,38.81,3.47,71.98,0.0,0,GCF_001854935
NW_017560630.1,0,0,0,25,0,0.6,0,40.85,3.65,68.59,0.0,0,GCF_001854935
NW_017552411.1,0,0,0,25,0,0.54,0,39.71,3.85,65.02,0.0,0,GCF_001854935
NW_017551971.1,0,0,0,25,0,1.2,0,41.45,4.06,61.58,0.0,0,GCF_001854935
NW_017556326.1,0,0,0,25,0,1.71,0,41.96,4.14,60.36,0.0,0,GCF_001854935
NW_017553896.1,0,0,0,25,0,0.76,0,39.49,4.4,56.81,0.0,0,GCF_001854935
NW_017552447.1,0,0,0,25,0,3.21,0,37.04,4.42,56.5,0.0,0,GCF_001854935
NW_017551151.1,0,0,0,25,0,1.8,0,38.45,4.55,54.93,0.0,0,GCF_001854935
NW_017557809.1,0,0,0,11,0,4.91,1,35.34,4.61,23.85,0.0,0,GCF_001854935
NW_017550063.1,0,0,0,25,0,0.79,0,39.46,4.91,50.91,0.0,0,GCF_001854935
NW_017561695.1,0,0,0,10,0,0.28,0,39.98,0.8,124.53,0.0,0,GCF_001854935
NW_017551923.1,0,0,0,25,0,1.71,0,38.54,5.43,46.03,0.0,0,GCF_001854935
NW_017549600.1,0,0,0,25,0,1.3,0,38.95,5.67,44.1,0.0,0,GCF_001854935
NW_017552970.1,0,0,0,25,0,0.12,0,40.37,5.85,42.73,0.0,0,GCF_001854935
NW_017557087.1,0,0,0,18,0,0.21,0,40.05,3.09,58.27,0.0,0,GCF_001854935
NW_017561879.1,0,0,0,22,0,0.21,0,40.46,4.65,47.27,0.0,0,GCF_001854935
NW_017560137.1,0,0,0,25,0,0.65,0,40.9,6.53,38.31,0.0,0,GCF_001854935
NW_017564145.1,0,0,0,11,0,0.81,0,39.44,1.28,85.74,0.0,0,GCF_001854935
NW_017550981.1,0,0,0,3,0,5.28,1,34.97,0.55,54.64,0.0,0,GCF_001854935
NW_017548901.1,0,0,0,25,0,4.54,1,35.71,33.49,7.46,0.0,0,GCF_001854935
NW_017553090.1,0,0,0,25,0,5.48,1,34.77,53.16,4.7,0.0,0,GCF_001854935
NW_017557930.1,0,0,0,6,0,4.59,1,35.67,2.84,21.1,0.0,0,GCF_001854935
NW_017559056.1,0,0,0,27,0,9.57,1,30.68,120.53,2.24,0.0,0,GCF_001854935
NW_017559016.1,0,0,0,25,0,2.64,0,37.61,12.16,20.55,0.0,0,GCF_001854935
NW_017566665.1,0,0,0,25,0,0.22,0,40.03,13.07,19.13,0.0,0,GCF_001854935
NW_017562195.1,0,0,0,10,0,1.4,0,41.65,2.18,45.87,0.0,0,GCF_001854935
NW_017550476.1,0,0,0,1,1,4.99,1,35.26,1.63,6.14,6.14,0,GCF_001854935
NW_017553614.1,0,0,0,6,0,2.6,0,37.65,0.99,60.73,0.0,0,GCF_001854935
NW_017550764.1,0,0,0,25,0,1.82,0,38.43,18.95,13.19,0.0,0,GCF_001854935
NW_017559004.1,0,0,0,5,0,2.83,0,37.42,0.78,63.86,0.0,0,GCF_001854935
NW_017548034.1,0,0,0,25,0,2.03,0,38.22,20.27,12.33,0.0,0,GCF_001854935
NW_017564539.1,0,0,0,7,0,4.48,0,35.78,1.83,38.29,0.0,0,GCF_001854935
NW_017547232.1,1,0,0,175,0,1.26,0,38.99,1219.89,1.43,0.0,0,GCF_001854935
NW_017547427.1,1,0,0,326,0,1.24,0,39.01,4392.94,0.74,0.0,0,GCF_001854935
NW_017555294.1,0,0,0,25,0,5.93,1,34.32,156.39,1.6,0.0,0,GCF_001854935
NW_017560317.1,0,0,0,1,1,5.31,1,45.56,2.16,4.62,4.62,0,GCF_001854935
NW_017551360.1,0,0,0,21,0,1.04,0,39.21,19.77,10.62,0.0,0,GCF_001854935
NW_017547118.1,1,0,0,296,1,1.77,0,38.48,3932.6,0.75,0.0,0,GCF_001854935
NW_017547568.1,0,0,0,1,0,13.01,1,27.24,0.61,16.31,0.0,0,GCF_001854935
NW_017547482.1,0,0,0,2,0,5.67,1,34.58,1.07,18.74,0.0,0,GCF_001854935
NW_017547556.1,0,3,3,25,0,6.22,1,34.03,228.35,1.09,0.0,0,GCF_001854935
NW_017558516.1,0,1,1,25,0,7.25,1,33.0,240.82,1.04,0.0,0,GCF_001854935
NW_017547290.1,6,0,0,259,0,1.83,0,38.42,3617.07,0.72,0.0,0,GCF_001854935
NW_017547181.1,6,8,4,301,0,1.26,0,38.99,5252.1,0.57,0.0,0,GCF_001854935
NW_017566723.1,0,0,0,9,0,2.28,0,42.53,4.48,20.1,0.0,0,GCF_001854935
NW_017547174.1,4,0,0,318,1,2.29,0,37.96,5632.78,0.56,0.0,0,GCF_001854935
NW_017549175.1,0,0,0,1,0,10.7,1,29.55,0.6,16.69,0.0,0,GCF_001854935
NW_017548708.1,4,1,1,209,0,0.66,0,39.59,2670.41,0.78,0.0,0,GCF_001854935
NW_017547947.1,0,0,0,50,0,0.45,0,40.7,150.64,3.32,0.0,0,GCF_001854935
NW_017557228.1,0,0,0,4,0,0.55,0,39.7,0.99,40.2,0.0,0,GCF_001854935
NW_017560224.1,0,0,0,1,0,10.86,1,29.39,0.69,14.41,0.0,0,GCF_001854935
NW_017562544.1,0,0,0,2,0,7.05,1,33.2,1.82,11.01,0.0,0,GCF_001854935
NW_017547112.1,4,2,0,400,1,1.49,0,38.76,10411.16,0.38,0.0,0,GCF_001854935
NW_017548521.1,0,0,0,4,0,1.89,0,38.37,1.13,35.52,0.0,0,GCF_001854935
NW_017547337.1,1,0,0,178,0,1.02,0,39.23,2242.57,0.79,0.0,0,GCF_001854935
NW_017566728.1,5,1,1,289,0,1.02,0,39.23,6120.4,0.47,0.0,0,GCF_001854935
NW_017558315.1,0,0,0,25,0,3.14,0,37.12,45.19,5.53,0.0,0,GCF_001854935
NW_017547116.1,4,2,2,338,1,1.19,0,39.07,8431.68,0.4,0.0,0,GCF_001854935
NW_017547102.1,5,4,0,298,3,1.33,0,38.92,7158.98,0.42,0.0,0,GCF_001854935
NW_017563322.1,0,0,0,17,0,1.18,0,39.08,22.65,7.51,0.0,0,GCF_001854935
NW_017556668.1,0,0,0,1,0,8.33,1,31.93,0.66,15.06,0.0,0,GCF_001854935
NW_017547282.1,4,0,0,277,1,1.39,0,38.87,6340.67,0.44,0.0,0,GCF_001854935
NW_017564043.1,0,0,0,3,2,3.48,0,36.78,4.94,6.08,4.05,0,GCF_001854935
NW_017547211.1,3,1,1,263,0,0.84,0,39.41,5701.48,0.46,0.0,0,GCF_001854935
NW_017547132.1,5,0,0,318,0,0.79,0,39.46,8294.49,0.38,0.0,0,GCF_001854935
NW_017551622.1,0,2,2,25,0,6.68,1,33.58,405.17,0.62,0.0,0,GCF_001854935
NW_017562953.1,0,0,0,0,2,4.91,1,35.34,1.66,0.0,12.06,0,GCF_001854935
NW_017553557.1,0,0,0,1,0,8.7,1,31.56,0.73,13.66,0.0,0,GCF_001854935
NW_017557220.1,0,0,0,1,1,6.43,1,33.82,3.36,2.98,2.98,0,GCF_001854935
NW_017550151.1,1,0,0,129,0,1.88,0,38.37,1463.23,0.88,0.0,0,GCF_001854935
NW_017547103.1,1,0,0,259,1,1.36,0,38.89,5839.71,0.44,0.0,0,GCF_001854935
NW_017551215.1,0,0,0,11,0,7.49,1,32.76,82.32,1.34,0.0,0,GCF_001854935
NW_017547239.1,1,0,0,178,0,1.31,0,38.94,2887.82,0.62,0.0,0,GCF_001854935
NW_017555888.1,1,0,0,129,0,0.96,0,39.29,1543.51,0.84,0.0,0,GCF_001854935
NW_017554568.1,0,0,0,25,0,4.6,1,35.65,269.59,0.93,0.0,0,GCF_001854935
NW_017548020.1,3,2,2,252,0,1.2,0,39.05,6104.03,0.41,0.0,0,GCF_001854935
NW_017547192.1,3,5,2,221,1,1.53,0,38.72,4822.29,0.46,0.0,0,GCF_001854935
NW_017566836.1,0,3,1,0,0,25.8,1,66.05,5.1,0.0,0.0,0,GCF_001854935
NW_017547114.1,1,1,1,238,0,1.22,0,39.03,5630.79,0.42,0.0,0,GCF_001854935
NW_017549178.1,13,0,0,227,0,1.77,0,38.48,5430.54,0.42,0.0,0,GCF_001854935
NW_017547602.1,0,0,0,102,0,2.55,0,37.7,1039.7,0.98,0.0,0,GCF_001854935
NW_017553512.1,0,0,0,25,0,4.93,1,35.32,318.54,0.78,0.0,0,GCF_001854935
NW_017547204.1,0,1,1,193,1,0.94,0,39.32,3901.34,0.49,0.0,0,GCF_001854935
NW_017547705.1,0,0,0,134,0,2.0,0,38.26,1882.66,0.71,0.0,0,GCF_001854935
NW_017547167.1,1,0,0,193,0,1.79,0,38.46,3987.5,0.48,0.0,0,GCF_001854935
NW_017563186.1,0,1,1,166,0,0.6,0,39.66,3019.83,0.55,0.0,0,GCF_001854935
NW_017547278.1,1,0,0,164,0,2.11,0,38.14,2946.78,0.56,0.0,0,GCF_001854935
NW_017565523.1,0,0,0,4,0,3.84,0,36.41,1.82,22.0,0.0,0,GCF_001854935
NW_017548586.1,0,0,0,1,0,11.39,1,28.87,1.31,7.66,0.0,0,GCF_001854935
NW_017551820.1,4,0,0,119,0,2.23,0,38.03,1692.18,0.7,0.0,0,GCF_001854935
NW_017547225.1,0,0,0,142,0,1.07,0,39.19,2326.35,0.61,0.0,0,GCF_001854935
NW_017548795.1,0,0,0,25,0,2.29,0,42.54,76.19,3.28,0.0,0,GCF_001854935
NW_017564582.1,2,1,1,223,0,1.43,0,38.82,6277.24,0.36,0.0,0,GCF_001854935
NW_017552651.1,0,0,0,25,0,0.65,0,39.6,80.27,3.11,0.0,0,GCF_001854935
NW_017547320.1,0,3,1,143,0,2.03,0,38.22,2702.35,0.53,0.0,0,GCF_001854935
NW_017547317.1,0,0,0,77,0,0.71,0,39.54,764.28,1.01,0.0,0,GCF_001854935
NW_017566817.1,7,0,0,166,0,2.57,0,37.69,3781.08,0.44,0.0,0,GCF_001854935
NW_017547092.1,0,0,0,78,0,1.52,0,38.73,795.15,0.98,0.0,0,GCF_001854935
NW_017555337.1,0,0,0,82,0,2.32,0,37.93,888.03,0.92,0.0,0,GCF_001854935
NW_017555063.1,0,0,0,2,1,0.19,0,40.44,2.81,7.11,3.55,0,GCF_001854935
NW_017550621.1,0,2,2,83,0,4.32,0,35.93,996.61,0.83,0.0,0,GCF_001854935
NW_017558162.1,0,0,0,50,0,1.92,0,38.33,349.44,1.43,0.0,0,GCF_001854935
NW_017557090.1,0,0,0,12,0,2.1,0,38.15,20.48,5.86,0.0,0,GCF_001854935
NW_017551165.1,0,0,0,25,0,0.03,0,40.23,88.34,2.83,0.0,0,GCF_001854935
NW_017549609.1,3,0,0,190,0,1.07,0,39.18,5322.03,0.36,0.0,0,GCF_001854935
NW_017547136.1,0,0,0,109,0,1.17,0,39.08,1777.64,0.61,0.0,0,GCF_001854935
NW_017564531.1,0,0,0,5,0,3.47,0,36.78,3.9,12.81,0.0,0,GCF_001854935
NW_017547236.1,3,0,0,163,0,1.3,0,38.96,4222.99,0.39,0.0,0,GCF_001854935
NW_017558168.1,0,0,0,3,0,2.53,0,37.73,1.43,21.04,0.0,0,GCF_001854935
NW_017554646.1,0,0,0,75,0,2.76,0,37.49,888.74,0.84,0.0,0,GCF_001854935
NW_017547276.1,0,2,2,129,0,1.63,0,38.62,2671.64,0.48,0.0,0,GCF_001854935
NW_017560984.1,1,0,0,25,0,0.17,0,40.43,104.51,2.39,0.0,0,GCF_001854935
NW_017551483.1,1,1,1,164,0,1.98,0,38.27,4667.43,0.35,0.0,0,GCF_001854935
NW_017547095.1,2,0,0,108,0,1.22,0,39.04,2050.97,0.53,0.0,0,GCF_001854935
NW_017547096.1,0,0,0,107,0,1.45,0,38.8,2050.48,0.52,0.0,0,GCF_001854935
NW_017547189.1,1,0,0,115,0,1.56,0,38.69,2458.64,0.47,0.0,0,GCF_001854935
NW_017547184.1,1,4,2,182,0,1.19,0,39.06,6373.64,0.29,0.0,0,GCF_001854935
NW_017547104.1,0,0,0,79,0,0.57,0,39.68,1149.79,0.69,0.0,0,GCF_001854935
NW_017548003.1,0,4,0,171,0,1.2,0,39.05,5766.88,0.3,0.0,0,GCF_001854935
NW_017549667.1,0,0,0,25,0,1.42,0,38.83,121.49,2.06,0.0,0,GCF_001854935
NW_017547392.1,0,0,0,72,0,2.28,0,37.97,1034.32,0.7,0.0,0,GCF_001854935
NW_017547113.1,1,2,2,189,1,1.53,0,38.73,7137.03,0.26,0.0,0,GCF_001854935
NW_017552322.1,0,1,1,107,0,0.31,0,39.94,2386.17,0.45,0.0,0,GCF_001854935
NW_017547303.1,0,0,0,101,0,1.75,0,38.5,2075.95,0.49,0.0,0,GCF_001854935
NW_017562978.1,0,0,0,4,0,2.21,0,38.05,3.27,12.24,0.0,0,GCF_001854935
NW_017547654.1,0,5,5,30,0,4.64,1,35.61,1175.25,0.26,0.0,0,GCF_001854935
NW_017547308.1,1,1,1,106,1,0.49,0,39.77,2386.59,0.44,0.0,0,GCF_001854935
NW_017547177.1,0,1,1,192,0,1.46,0,38.8,7741.41,0.25,0.0,0,GCF_001854935
NW_017547090.1,1,2,2,133,0,1.48,0,38.77,3831.82,0.35,0.0,0,GCF_001854935
NW_017549038.1,3,0,0,203,0,1.37,0,38.89,8940.44,0.23,0.0,0,GCF_001854935
NW_017566832.1,2,2,0,157,0,1.63,0,38.63,5389.34,0.29,0.0,0,GCF_001854935
NW_017556967.1,0,0,0,5,0,7.46,1,32.79,40.46,1.24,0.0,0,GCF_001854935
NW_017547183.1,1,0,0,161,0,1.42,0,38.83,5611.65,0.29,0.0,0,GCF_001854935
NW_017547179.1,1,0,0,114,0,0.93,0,39.32,2861.18,0.4,0.0,0,GCF_001854935
NW_017563377.1,0,0,0,1,1,0.78,0,41.03,2.1,4.76,4.76,0,GCF_001854935
NW_017562722.1,0,0,0,25,0,3.77,0,36.48,137.44,1.82,0.0,0,GCF_001854935
NW_017549967.1,0,0,0,50,0,1.69,0,38.56,558.24,0.9,0.0,0,GCF_001854935
NW_017547331.1,1,0,0,142,0,1.01,0,39.24,4456.83,0.32,0.0,0,GCF_001854935
NW_017560845.1,0,0,0,9,0,8.25,1,32.0,149.39,0.6,0.0,0,GCF_001854935
NW_017547881.1,0,0,0,111,0,1.6,0,38.65,2820.4,0.39,0.0,0,GCF_001854935
NW_017547330.1,3,1,1,100,0,0.98,0,39.27,2441.7,0.41,0.0,0,GCF_001854935
NW_017547323.1,2,1,1,89,0,2.17,0,38.08,1952.07,0.46,0.0,0,GCF_001854935
NW_017548756.1,0,3,3,0,0,6.67,1,33.58,243.26,0.0,0.0,0,GCF_001854935
NW_017547105.1,0,0,0,77,0,0.8,0,39.46,1439.85,0.53,0.0,0,GCF_001854935
NW_017555994.1,0,0,0,2,1,0.51,0,39.74,3.9,5.12,2.56,0,GCF_001854935
NW_017547299.1,1,2,0,100,0,0.89,0,39.37,2636.62,0.38,0.0,0,GCF_001854935
NW_017561826.1,0,0,0,2,2,1.56,0,38.7,6.55,3.05,3.05,0,GCF_001854935
NW_017558781.1,0,0,0,2,2,1.74,0,38.51,6.53,3.06,3.06,0,GCF_001854935
NW_017556353.1,0,1,1,30,0,2.82,0,37.43,255.79,1.17,0.0,0,GCF_001854935
NW_017550695.1,0,0,0,3,0,2.33,0,37.93,2.4,12.49,0.0,0,GCF_001854935
NW_017548287.1,0,0,0,65,0,1.83,0,38.43,1138.55,0.57,0.0,0,GCF_001854935
NW_017547443.1,0,0,0,77,0,1.43,0,38.83,1587.14,0.49,0.0,0,GCF_001854935
NW_017566244.1,0,0,0,1,0,5.1,1,35.16,1.41,7.1,0.0,0,GCF_001854935
NW_017564346.1,0,0,0,4,0,2.28,0,37.97,4.43,9.04,0.0,0,GCF_001854935
NW_017553232.1,0,0,0,86,0,1.42,0,38.84,2030.04,0.42,0.0,0,GCF_001854935
NW_017549085.1,5,0,0,107,0,0.84,0,39.41,3245.4,0.33,0.0,0,GCF_001854935
NW_017547291.1,0,0,0,27,0,1.65,0,38.6,198.84,1.36,0.0,0,GCF_001854935
NW_017566032.1,0,0,0,25,0,4.3,0,35.95,174.24,1.43,0.0,0,GCF_001854935
NW_017564856.1,0,0,0,53,0,1.61,0,38.64,788.74,0.67,0.0,0,GCF_001854935
NW_017547298.1,0,0,0,129,1,0.9,0,39.35,4694.25,0.27,0.0,0,GCF_001854935
NW_017547202.1,2,0,0,109,0,1.3,0,38.95,3414.1,0.32,0.0,0,GCF_001854935
NW_017547115.1,1,1,0,144,0,1.0,0,39.25,5969.41,0.24,0.0,0,GCF_001854935
NW_017564110.1,4,1,1,148,1,1.07,0,39.19,6626.87,0.22,0.0,0,GCF_001854935
NW_017563135.1,0,0,0,2,0,3.26,0,43.51,1.16,17.2,0.0,0,GCF_001854935
NW_017551557.1,0,0,0,25,0,3.79,0,36.47,181.48,1.38,0.0,0,GCF_001854935
NW_017547578.1,0,2,2,79,0,1.84,0,38.41,1868.25,0.42,0.0,0,GCF_001854935
NW_017547361.1,0,0,0,34,0,1.42,0,38.83,334.66,1.02,0.0,0,GCF_001854935
NW_017566833.1,1,1,1,72,0,1.56,0,38.7,1588.52,0.45,0.0,0,GCF_001854935
NW_017566449.1,0,0,0,0,1,6.29,1,33.96,1.91,0.0,5.22,0,GCF_001854935
NW_017562455.1,2,0,0,107,0,0.7,0,39.56,3599.9,0.3,0.0,0,GCF_001854935
NW_017547238.1,0,0,0,54,0,2.57,0,37.69,925.08,0.58,0.0,0,GCF_001854935
NW_017551500.1,0,0,0,26,0,2.72,0,37.53,218.02,1.19,0.0,0,GCF_001854935
NW_017550659.1,0,1,1,7,0,6.07,1,34.18,124.72,0.56,0.0,0,GCF_001854935
NW_017547145.1,1,0,0,94,0,1.43,0,38.82,3073.73,0.31,0.0,0,GCF_001854935
